input_channel_id,E[X],E[Xs],W,W_scaled,scale
403,-0.02495341,-0.6628697,0.02539,0.0009558178,0.037644517
404,0.014801822,0.40545404,-0.0327,-0.0011943136,0.03650678
405,0.010238793,0.27789658,0.0957,0.003526076,0.036843896
406,-0.022615165,-0.54763055,-0.01117,-0.00046125727,0.04129639
407,-0.004595454,-0.12463175,-0.0669,-0.0024665524,0.036872257
408,0.021953624,0.62362796,0.01794,0.00063169585,0.035203077
409,-0.009382775,-0.28696996,0.02075,0.0006785063,0.03269602
410,0.0061955075,0.12572996,0.042,0.0020692197,0.049276303
411,-0.020889327,-0.55221915,-0.03003,-0.0011359472,0.037827965
412,-0.01876522,-0.44790837,0.02087,0.00087452185,0.041895222
413,-0.014953657,-0.45736796,0.006042,0.00019755906,0.032695025
414,-0.014988225,-0.42332536,0.02588,0.0009162666,0.035405923
415,0.0043486604,0.119096115,0.0354,0.0012926053,0.036513872
416,-0.058672275,-1.2158265,0.0058,0.00027981115,0.048257113
417,0.047422588,1.085799,0.02527,0.0011036115,0.043675292
418,-0.024061553,-0.71965283,0.02222,0.0007428174,0.033434946
419,0.0102370065,0.30744988,-0.004456,-0.0001483548,0.033296507
420,0.012109137,0.3349195,-0.0141,-0.0005097589,0.036155365
421,8.95543e-05,0.0023986727,-0.01685,-0.00062893325,0.037334938
422,-0.005404988,-0.1591095,0.01312,0.00044577647,0.03397024
423,0.02770884,0.72678226,-0.08545,-0.0032577827,0.038125366
424,-0.033120662,-0.9585915,-0.001022,-3.532322e-05,0.034551382
425,0.0022327555,0.067035854,-0.00653,-0.00021751934,0.033306886
426,-0.0033238956,-0.084075995,-0.01575,-0.0006225513,0.03953442
427,0.017680984,0.48668104,-0.08936,-0.003246259,0.036329716
428,-0.006931096,-0.21994057,0.004578,0.00014425733,0.031513494
429,0.005941734,0.18270233,0.008545,0.00027789277,0.032521393
430,0.0050628674,0.14809361,-0.06396,-0.0021867624,0.03418694
431,-0.009900433,-0.25224105,-0.0315,-0.0012361415,0.03924989
432,0.01921014,0.5835457,-0.04614,-0.001518999,0.032919683
433,0.026298353,0.8435233,0.0762,0.0023747948,0.031176794
434,0.0036218064,0.101656385,-0.10693,-0.0038098223,0.035627928
435,-0.026271267,-0.5277059,0.03125,0.0015557474,0.049783915
436,0.0075827376,0.23184952,0.02197,0.0007186251,0.032705426
437,0.0054664984,0.15326244,-0.02112,-0.00075323356,0.03566757
438,-0.020841016,-0.5256839,-0.05103,-0.0020229286,0.03964553
439,0.0049000834,0.13214524,0.003815,0.00014145295,0.037081044
440,-0.0116791595,-0.31556314,-0.05005,-0.0018523338,0.037010532
441,0.029573265,0.73292816,0.01929,0.00077822467,0.040349472
442,0.007729996,0.2099224,-0.003128,-0.0001151846,0.036823113
443,-0.004703421,-0.1423743,0.05298,0.0017501771,0.033035602
444,0.015913906,0.5481829,0.02063,0.00059889135,0.029030284
445,-0.003228962,-0.093491845,-0.0371,-0.0012816599,0.034537364
446,-0.008056005,-0.23559831,0.02795,0.00095585745,0.034193818
447,-0.012647292,-0.3508531,-0.05103,-0.0018393254,0.036047257
448,-0.015304685,-0.47427,-0.01831,-0.00059088104,0.032269984
449,-0.03087743,-0.64581597,0.02563,0.0012256366,0.0478115
450,-0.010710899,-0.3272222,0.063,0.0020617829,0.0327328
451,-0.028900713,-0.71122944,0.02405,0.0009771812,0.040634867
452,-0.010485219,-0.2992705,-0.04785,-0.0016765237,0.035035923
453,0.0115738325,0.3202071,0.02075,0.0007500759,0.036144834
454,-0.014821774,-0.41828698,0.01758,0.0006228714,0.035434462
455,0.0072234236,0.22108907,-0.04297,-0.0014038753,0.032672007
456,-0.00064499275,-0.015469606,0.1543,0.006433284,0.041694194
457,0.0040350095,0.11503037,-0.02698,-0.0009463121,0.035077777
458,-0.010149309,-0.30723527,0.00537,0.00017743045,0.033034325
459,-0.0021291282,-0.059488866,0.0108,0.00038665129,0.035790365
460,-0.0040119393,-0.110214844,0.0742,0.0027016425,0.036401078
461,0.019096538,0.5489381,0.0598,0.002080834,0.034788147
462,0.0032019697,0.09147347,0.04248,0.0014870014,0.035004355
463,-0.012049295,-0.2957409,-0.004272,-0.00017407177,0.04074274
464,-0.0010122086,-0.025958503,0.02795,0.0010900237,0.038993336
465,0.013285961,0.37599468,-0.0737,-0.0026053032,0.035335504
466,-0.00589225,-0.16976723,0.004395,0.00015252459,0.03470782
467,-0.020896351,-0.61110747,0.003693,0.00012626653,0.03419423
468,0.013001683,0.3385134,-0.05078,-0.0019504153,0.03840818
469,0.014204736,0.3847015,-0.03125,-0.0011538764,0.036924046
470,0.01776811,0.6213983,0.0703,0.0020104982,0.02859375
471,0.0063916533,0.1707869,-0.03516,-0.0013157132,0.03742473
472,-0.0047814976,-0.12846862,0.01758,0.0006542436,0.03721919
473,-0.002178606,-0.06356354,0.02368,0.0008116755,0.034274463
474,0.02412914,0.62792736,0.01599,0.00061448856,0.03842664
475,0.024001312,0.61714876,0.0155,0.00060291885,0.03889064
476,0.0031759208,0.08440136,0.00928,0.00034909518,0.037628785
477,-0.015913107,-0.49356332,0.02551,0.0008225616,0.032241266
478,-0.029260937,-0.9810751,-0.0002747,-8.191785e-06,0.02982538
479,0.0069050207,0.2334584,0.006958,0.00020579765,0.029577093
480,-0.013373973,-0.33987507,0.2119,0.0083387485,0.03934967
481,0.0025974547,0.06598116,-0.06934,-0.0027295211,0.039366614
482,-0.005409293,-0.15815787,-0.03638,-0.0012441593,0.034201857
483,-0.016503397,-0.49042013,-0.0825,-0.00277691,0.03365155
484,-0.0045067472,-0.1573127,0.05444,0.0015597116,0.028648335
485,-0.0080932705,-0.22622038,-0.02649,-0.0009476809,0.035776045
486,0.028149314,0.7797774,0.05615,0.0020270527,0.036099166
487,-0.007498515,-0.19713959,0.11523,0.0043831207,0.038036574
488,-0.0039570765,-0.10684348,0.03613,0.0013382221,0.0370362
489,-0.031729072,-0.7178246,-0.0454,-0.0020072064,0.04420171
490,-4.0327894e-05,-0.0011001026,-0.04614,-0.0016915087,0.036658306
491,-0.007413206,-0.2129981,-0.03247,-0.0011301134,0.034804095
492,0.007401949,0.19843371,0.1211,0.0045170235,0.037301872
493,-0.01642541,-0.37096956,0.015015,0.0006648032,0.044276975
494,-0.0027658322,-0.078639604,0.01746,0.0006139466,0.035170984
495,0.012699201,0.3426254,-0.02673,-0.000990857,0.03706439
496,0.010483355,0.66429204,0.004425,6.983278e-05,0.015781244
497,0.002395071,0.07550934,0.0459,0.0014558467,0.031718872
498,0.00859262,0.26189837,0.01056,0.00034643276,0.032808986
499,0.0021132785,0.060150217,-0.01044,-0.00036668716,0.035133347
500,0.01047016,0.26071963,-0.02234,-0.0008970998,0.040158696
501,-0.015135747,-0.4192194,0.05615,0.0020273577,0.036104597
502,0.03538116,0.42580783,0.04932,0.0040977914,0.08309185
503,-0.0023660841,-0.06829215,-0.003418,-0.00011842066,0.034646504
504,0.035461664,1.0047717,0.001686,5.9507824e-05,0.035293255
505,0.001763519,0.051244255,0.1523,0.0052427556,0.034413986
506,0.006710215,0.17093791,-0.00421,-0.00016532069,0.039255276
507,0.040061917,0.967692,-0.0569,-0.002354998,0.04139945
508,0.00241752,0.07058638,0.04712,0.0016137881,0.034249097
509,0.019999923,0.53786683,0.00037,1.3758953e-05,0.037183784
510,-0.010736326,-0.31667876,-0.0679,-0.0023010264,0.03390289
511,-0.0010730227,-0.03337357,-0.01422,-0.00045723797,0.032151874
512,0.028339105,0.7511832,0.02771,0.0010453848,0.037725955
513,-0.0076361564,-0.2110694,-0.08496,-0.003073752,0.036178414
514,0.003889301,0.1725533,0.01538,0.00034668008,0.022539709
515,0.004252419,0.1347797,0.01733,0.00054690253,0.031550884
516,0.0070846807,0.19764695,0.015564,0.0005578924,0.03584513
517,-0.029064476,-0.76618385,-0.01721,-0.00065291807,0.037934076
518,0.008992246,0.25943166,0.012085,0.0004188808,0.03466133
519,-0.021341812,-0.5979222,0.02539,0.000906275,0.03569329
520,0.02318175,0.54306245,0.02722,0.0011620141,0.04268708
521,0.0024865535,0.06742063,0.0791,0.0029173603,0.036881197
522,0.0033706604,0.08791305,-0.06396,-0.002452466,0.03834084
523,-0.017734319,-0.46705645,-0.0327,-0.0012421956,0.037970398
524,-0.012126066,-0.40360078,0.0337,0.0010122483,0.030044703
525,0.00054576225,0.0121859405,0.03662,0.0016401204,0.044786222
526,-0.003386393,-0.08603096,-0.01123,-0.00044205922,0.03936249
527,0.0044125584,0.14476816,-0.0152,-0.00046323013,0.03048017
528,0.029149108,0.79401433,-0.04053,-0.0014878018,0.03671106
529,0.009833685,0.24870817,-0.01807,-0.00071432855,0.03953905
530,-0.027715186,-0.5504535,-0.01471,-0.000740618,0.05034973
531,-0.039421014,-1.062037,-0.0703,-0.002609881,0.03711831
532,0.032839384,0.92783475,0.04663,0.0016504326,0.03539357
533,-0.003985487,-0.09999329,-0.03687,-0.0014693578,0.039857544
534,0.01603539,0.48214716,-0.05762,-0.001916249,0.03325829
535,0.013346697,0.41103125,-0.0249,-0.0008086102,0.032471247
536,-0.0017892697,-0.058032807,0.0141,0.00043470465,0.03083204
537,0.00039378597,0.012899519,-0.0952,-0.002906641,0.030527184
538,-0.00080269633,-0.021946253,-0.03113,-0.0011385212,0.036575552
539,0.026863633,0.6452957,-0.02698,-0.0011230739,0.04162996
540,0.0129560195,0.39500487,-0.02429,-0.00079676876,0.032799646
541,0.010855072,0.30289638,-0.01544,-0.0005534001,0.035837576
542,0.008370038,0.21973456,-0.06396,-0.0024365224,0.038091585
543,-0.0041252547,-0.116870396,0.04395,0.0015511679,0.035297688
544,0.025645517,0.53321916,0.03516,0.0016908624,0.04809564
545,-0.015406765,-0.48702732,0.0232,0.0007337055,0.031634293
546,-0.0046369256,-0.12192667,-0.01733,-0.00065921916,0.038030446
547,0.081285246,1.593468,0.003708,0.00018914495,0.051011536
548,-0.019753417,-0.55158454,0.03125,0.001119129,0.03581213
549,-0.021022215,-0.5235133,0.08105,0.0032548343,0.04015603
550,0.002919646,0.0909378,0.01648,0.00052909006,0.032105967
551,-0.012247828,-0.38040432,-0.02551,-0.0008214289,0.03219687
552,-0.0057376744,-0.15424651,0.01471,0.0005471642,0.03719808
553,0.0026214272,0.07161312,0.02686,0.0009830553,0.036605407
554,0.0025297287,0.060724903,-0.01587,-0.0006610899,0.041658834
555,0.005080411,0.1346126,0.00418,0.00015779155,0.037740976
556,-0.005352663,-0.14459702,-0.001495,-5.5354976e-05,0.037017792
557,0.02363828,0.8039213,-0.02173,-0.00063889934,0.029403726
558,0.00065938354,0.017204758,-0.0332,-0.0012725315,0.038325652
559,0.006928214,0.18526489,-0.03833,-0.0014334016,0.03739626
560,0.006810729,0.19201773,-0.02893,-0.0010261496,0.03546927
561,0.06634209,0.91864085,-0.0232,-0.0016749701,0.07221766
562,-0.0030153359,-0.08949521,0.00806,0.00027145003,0.033692706
563,0.01868272,0.5754976,-0.03296,-0.001069967,0.03246359
564,-0.0042053657,-0.09706409,-0.02002,-0.0008673594,0.04332566
565,-0.017982995,-0.42137936,-0.001511,-6.4467975e-05,0.042676497
566,0.017788582,0.42126068,-0.04785,-0.0020206287,0.042227015
567,0.0021858795,0.06798414,0.009094,0.0002924051,0.032152787
568,0.033509094,0.78973114,-0.01758,-0.0007458577,0.042431016
569,0.013284244,0.41435644,0.04102,0.0013149586,0.03205994
570,-0.0077463053,-0.23090003,-0.00232,-7.78098e-05,0.033548307
571,0.011124136,0.33368722,-0.03564,-0.0011882823,0.033337016
572,-0.0220809,-0.6074433,-0.03345,-0.0012158267,0.036350556
573,0.0023489925,0.0775832,0.02173,0.0006578759,0.030277075
574,-0.019327803,-0.4836359,0.042,0.0016781564,0.03996354
575,0.016224185,0.4629684,-0.012085,-0.00042350328,0.03504383
576,0.008117832,0.23293987,0.01599,0.0005572853,0.034849476
577,0.039797913,0.66952264,0.006348,0.0003773188,0.059442222
578,0.02611266,0.6738567,-0.02307,-0.00089403696,0.038751062
579,-0.0021333285,-0.06695132,-0.02051,-0.0006534584,0.031863876
580,-0.0032500743,-0.09624785,0.013306,0.00044930246,0.03376776
581,-0.0033980694,-0.10778022,0.002808,8.8517896e-05,0.031527765
582,-0.0035118165,-0.09594998,0.0525,0.0019211684,0.036600493
583,-0.015460305,-0.440799,-0.0271,-0.0009504745,0.035073366
584,-0.0014256655,-0.044409618,0.0698,0.002241541,0.03210263
585,0.012645179,0.36202455,-0.01276,-0.00044556733,0.034929067
586,-0.043390416,-0.83318,-0.02307,-0.0012015085,0.05207808
587,0.0047685257,0.114408046,-0.0679,-0.0028288662,0.041679986
588,-0.0025880558,-2.8908746,-0.009155,-8.196259e-06,0.00089525006
589,-0.007731111,-0.19920737,0.03662,0.0014212413,0.038809363
590,-0.0079565905,-0.18499453,-0.00922,-0.00039639222,0.04300987
591,0.010463015,0.28731966,-0.000744,-2.7088578e-05,0.03641594
592,-0.0033279588,-0.0784841,-0.01276,-0.00054090697,0.042402964
593,-0.013139641,-0.35356653,-0.0005913,-2.1973747e-05,0.037163135
594,0.0033030913,0.07276413,0.04517,0.0020502887,0.045394503
595,0.01747071,0.50773185,-0.02039,-0.00070145965,0.034409326
596,0.0062523573,0.16878915,0.02478,0.00091792113,0.037042413
597,-0.011641411,-0.40769792,0.04956,0.0014151525,0.028554011
598,-0.016735159,-0.424093,-0.05054,-0.0019942478,0.039461058
599,0.013771021,0.3465038,-0.02759,-0.0010964193,0.03974277
600,-0.014180359,-0.3354972,-0.0332,-0.0014033866,0.0422667
601,0.0049839187,0.13525222,-0.09424,-0.0034725931,0.03684907
602,0.021412631,0.546949,0.02954,0.001156508,0.03914923
603,0.0046803737,0.12010653,0.06934,0.0027019188,0.03896852
604,0.018168917,0.48658407,0.0825,0.003081257,0.03733973
605,-0.00084925344,-0.016995668,-0.01807,-0.00090275693,0.049968816
606,0.02399798,0.558839,-0.01685,-0.00072339765,0.04294256
607,0.0042166784,0.09642049,-0.1318,-0.005765473,0.04373218
608,0.015111541,0.3935812,-0.01929,-0.0007405281,0.038394976
609,-0.020112077,-0.52250385,-0.01245,-0.00047926715,0.03849173
610,0.012425335,0.2860937,-0.00922,-0.00040027348,0.043431
611,0.0054131923,0.14039436,-0.01929,-0.00074365403,0.03855705
612,-0.0016441196,-0.045246307,0.01587,0.00057663856,0.0363371
613,0.0010047568,0.02684784,0.01648,0.0006167305,0.03742412
614,0.0002817034,0.007155921,0.00534,0.00021023967,0.039366476
615,0.00069996435,0.019965595,-0.04907,-0.0017204015,0.03505853
616,0.015485819,0.47089255,0.0874,0.0028743222,0.0328861
617,0.013838661,0.45616043,-0.0747,-0.002266407,0.030337267
618,-0.014514506,-0.38642797,0.02014,0.00075653265,0.0375607
619,-0.016348159,-0.42434597,-0.02771,-0.0010675413,0.038525544
620,-0.0024474233,-0.06723872,0.01685,0.00061316707,0.036399018
621,0.0067451023,0.15058313,0.01312,0.00058780157,0.044793215
622,0.008393436,0.22473481,0.02771,0.0010349165,0.037348177
623,0.0016213605,0.04630205,-0.01483,-0.0005193567,0.035017036
624,0.023956107,0.76995164,-0.042,-0.0013065357,0.031113781
625,0.00785437,0.21542023,0.0559,0.0020384516,0.03646069
626,-0.011682417,-0.33812404,0.01611,0.0005567249,0.034550685
627,-0.024756191,-0.77206606,-0.01843,-0.0005910393,0.032064863
628,0.024305888,0.5155716,0.00653,0.00030788346,0.047143575
629,0.0053814296,0.1362712,0.04468,0.00176435,0.039490588
630,-0.0057934322,-0.16195434,0.00322,0.00011517173,0.03577201
631,0.0060359864,0.16036995,-0.06836,-0.0025729025,0.03763789
632,-0.008609662,-0.26610997,-0.02869,-0.0009281173,0.032353774
633,0.009095479,0.19004746,-0.1406,-0.00673017,0.047858987
634,-0.027422588,-0.68777037,0.0476,0.0018981899,0.039871722
635,-0.031514406,-0.93065286,0.000675,2.2864135e-05,0.033862688
636,-0.0003402115,-0.012036745,-0.03296,-0.00093156623,0.028264409
637,0.019191042,0.4711284,0.03784,0.0015414555,0.040734205
638,-0.016657196,-0.42323208,-0.01904,-0.0007494764,0.039357122
639,-0.0031740156,-0.090987876,0.0603,0.002103597,0.03488394
640,-0.015234559,-0.38392147,0.0437,0.0017341257,0.039681446
641,-0.0148828635,-0.40008023,0.0796,0.0029607182,0.0371997
642,0.0059786187,0.16628617,0.00479,0.00017226397,0.035953794
643,0.0063095344,0.17243937,-0.04224,-0.0015454219,0.036589872
644,-0.01586414,-0.4316165,0.02698,0.0009915641,0.036755174
645,-1.36337385e-05,-0.00038537756,-0.04956,-0.001753334,0.035377614
646,-0.014373963,-0.39209434,0.00525,0.0001924263,0.03665945
647,-0.037670273,-0.8462534,-0.08936,-0.003977585,0.044514176
648,-0.03831641,-0.8801092,0.01843,0.00080248195,0.043535974
649,0.017620575,0.42407465,-0.02148,-0.0008926896,0.041550644
650,-0.008579803,-0.29190582,-0.01306,-0.00038390906,0.029392365
651,-0.43763152,-1.316916,-0.015015,-0.0049896,0.33231544
652,0.014784942,0.33087373,0.01929,0.00086183567,0.044684544
653,0.0065865307,0.21653588,-0.0547,-0.0016634697,0.030417733
654,-0.014572236,-0.46060908,-0.0608,-0.0019232383,0.031636883
655,0.020904485,0.6233403,-0.06396,-0.00214514,0.033536233
656,0.03074488,0.78914857,-0.06494,-0.0025300886,0.03895956
657,-0.029744964,-0.1484554,-0.01587,-0.0031795881,0.20036297
658,0.009775893,0.22867946,-0.04077,-0.0017429536,0.042749327
659,-0.0019794505,-0.064046174,0.004364,0.00013487689,0.030906614
660,0.0014968849,0.039238486,-0.0442,-0.0016857563,0.038148385
661,-0.0012918296,-0.034126285,0.006927,0.0002622359,0.03785439
662,0.007203067,0.22066091,-0.006836,-0.00022314653,0.03264315
663,0.011309961,0.31240818,-0.00656,-0.0002375348,0.036202513
664,-0.015232602,-0.41885352,-0.03418,-0.0012430254,0.03636737
665,-0.008091295,-0.24017942,-0.06445,-0.002171332,0.033688545
666,-0.0065171216,-0.18987375,-0.02087,-0.00071646844,0.034323446
667,-0.015758887,-0.5161897,-0.04297,-0.0013118039,0.030529255
668,-0.0043307696,-0.13102727,-0.007812,-0.0002582221,0.03305243
669,0.008953523,0.21781893,0.02832,0.0011641163,0.04110535
670,-0.0066935183,-0.16165164,-0.00415,-0.00017185544,0.041407052
671,0.0047800303,0.13603225,0.02344,0.00082356913,0.03513895
672,0.015294411,0.48774877,-0.01099,-0.00034449995,0.03135715
673,0.04520457,1.0668602,-0.03198,-0.0013551462,0.042371593
674,0.04743503,0.9542972,-0.0498,-0.00247563,0.04970677
675,-0.011709996,-0.30638936,-0.00842,-0.00032191572,0.03821933
676,0.021526415,0.41873255,-0.0654,-0.0033636426,0.051408507
677,-0.008301847,-0.28004366,-0.0525,-0.001556064,0.029644828
678,-0.029420849,-0.9143565,-0.010254,-0.00032993546,0.03217656
679,-0.0043712594,-0.13369437,0.02136,0.00069846003,0.03269591
680,0.0027609775,0.097991645,0.07324,0.0020636457,0.028175643
681,-0.0033801438,-0.08392329,-0.00946,-0.00038103465,0.04027659
682,0.014677622,0.42806637,-0.012085,-0.0004143715,0.034288194
683,-0.017010339,-0.4876014,0.01697,0.00059193344,0.034885745
684,0.0036095153,0.10823292,0.05078,0.00169353,0.033349514
685,0.013681851,0.45893383,-0.01855,-0.000553157,0.029812252
686,-0.00640474,-0.18267469,-0.01746,-0.0006120251,0.035060905
687,-0.042666495,-1.2807462,0.01129,0.00037616264,0.033313777
688,0.0132353995,0.35546455,-0.01221,-0.0004545177,0.03723409
689,-0.011726144,-0.34544185,-0.002792,-9.478758e-05,0.033945348
690,0.005589072,0.17213753,0.003601,0.00011692199,0.032468643
691,0.010688197,0.3289504,0.05786,0.0018800198,0.032491818
692,0.007823426,0.22364873,-0.01721,-0.0006020877,0.034980867
693,-0.02325577,-0.8076292,-0.012634,-0.00036380536,0.028795106
694,0.006055805,0.16855225,0.08594,0.0030875928,0.035928354
695,-0.013898448,-0.44969094,0.01953,0.0006036458,0.030906666
696,-0.0022295553,-0.06525448,-0.005066,-0.00017308765,0.034167085
697,-0.0036643213,-0.11809086,-0.013245,-0.00041097656,0.031029677
698,0.0089166025,0.24601682,0.003159,0.00011447879,0.036243875
699,0.015589906,0.49536112,0.02222,0.0006992026,0.0314718
700,-0.017993694,-0.53182316,-0.03857,-0.0013051194,0.03383398
701,0.01414968,0.34473896,-0.03662,-0.0015030989,0.04104462
702,0.008405353,0.237463,0.006653,0.0002354868,0.035396475
703,-0.0014134992,-0.0454225,-0.01587,-0.00049383054,0.031118922
704,-0.0046071466,-0.1248158,0.05273,0.0019465083,0.036911566
705,-0.017724754,-0.22034788,0.0608,0.004890021,0.080439866
706,0.023429725,0.56788015,0.02173,0.00089647993,0.041258223
707,-0.018693523,-0.5408671,-0.0293,-0.0010125628,0.03456214
708,-0.030226123,-0.672134,0.007935,0.00035682064,0.044970382
709,-0.014200927,-0.52534986,-0.000736,-1.9901485e-05,0.027031371
710,-0.0070315623,-0.17083482,0.00903,0.0003718067,0.041160006
711,-0.032264404,-1.034859,-0.0108,-0.0003368184,0.031177586
712,0.0041067246,0.10772017,-0.015076,-0.0005747455,0.03812401
713,0.011643542,0.3061178,-0.0327,-0.0012443467,0.03803615
714,-0.005611045,-0.14314298,0.01135,0.00044500685,0.039198883
715,0.018726675,0.5863182,0.009705,0.00030995917,0.03193944
716,0.013112595,0.35380387,-0.04492,-0.0016648838,0.037061762
717,0.0018169361,0.047434483,0.05127,0.0019638343,0.03830412
718,0.015445728,0.40808773,0.0227,0.0008593654,0.03784904
719,-0.036396533,-0.9680037,-0.04297,-0.0016156071,0.037599582
720,0.0032617948,0.0943839,0.003876,0.00013394067,0.034558803
721,0.0053270967,0.06545866,0.00241,0.00019620074,0.08138108
722,0.0030293302,0.086171195,-0.003342,-0.00011747587,0.03515479
723,-0.005301254,-0.1433175,-0.05005,-0.001851285,0.036989577
724,-0.017993135,-0.50474036,0.01953,0.0006962559,0.0356483
725,0.019282756,0.48921323,0.002182,8.600565e-05,0.03941585
726,-0.0022872447,-0.062933765,0.01135,0.00041259307,0.036343683
727,-0.008741831,-0.24468048,-0.01782,-0.00063674565,0.03572754
728,-8.997989e-05,-0.0025522355,-0.04736,-0.0016698078,0.035255324
729,-0.021336835,-0.5215345,0.02063,0.0008440024,0.040911645
730,0.00816615,0.19365536,-0.02124,-0.0008956682,0.042168472
731,-0.013409871,-0.23625208,-0.02478,-0.0014065495,0.056760855
732,-0.0019927106,-0.058065567,-0.02087,-0.00071636064,0.034318283
733,-0.017999398,-0.47845596,0.02588,0.0009735582,0.03761976
734,-0.010582362,-0.32671773,-0.0498,-0.00161317,0.032389924
735,-0.004313243,-0.14073013,-0.07324,-0.0022448027,0.03064904
736,-0.006785593,-0.1990779,-0.01514,-0.00051593676,0.034085114
737,0.019042375,0.6335357,-0.02332,-0.00070079893,0.030057304
738,-0.0022908037,-0.064192705,0.03418,0.0012197485,0.035686355
739,0.005850634,0.18896112,0.00934,0.00028913587,0.030962106
740,0.025683494,0.73231804,0.02576,0.000903331,0.035071503
741,0.018761454,0.5112344,-0.0008965,-3.289837e-05,0.03669834
742,0.028212167,0.7554609,0.0625,0.0023340194,0.03734431
743,-0.0007648114,-0.02001316,0.01044,0.00039885484,0.038215425
744,0.011110953,0.23930617,-0.0498,-0.0023124248,0.046429865
745,-0.0012974404,-0.039048534,-0.04834,-0.0016061567,0.033226352
746,0.008515224,0.22791588,0.00267,9.976532e-05,0.037361257
747,0.007435825,0.21363693,-0.02173,-0.0007562805,0.034805898
748,-0.031368367,-0.9167161,0.04004,0.0013700643,0.034218192
749,0.0027025728,0.075264774,0.01965,0.0007057024,0.03590754
750,0.024448095,0.6806142,0.04004,0.0014382286,0.03592064
751,-0.0028962034,-0.07465842,-0.04663,-0.001808938,0.038792722
752,0.00075173756,0.023776893,0.0337,0.0010651979,0.031616308
753,-0.028368022,-0.6908395,0.05908,0.0024260923,0.041063115
754,-0.003710579,-0.09757864,0.01563,0.0005941648,0.03802655
755,0.0030279253,0.0666946,0.000984,4.468217e-05,0.045399856
756,0.0048885737,0.15354416,0.01019,0.00032452293,0.031838227
757,0.028898325,0.7291568,-0.04224,-0.0016739323,0.039632525
758,0.014140928,0.46633095,0.014465,0.00043864388,0.030323803
759,-0.019100197,-0.57601255,0.009705,0.00032179782,0.03315934
760,0.023865696,0.67604834,0.01074,0.00037921814,0.03530176
761,-0.0056090127,-0.1782939,-0.04175,-0.001313367,0.031459365
762,0.022339117,0.64075214,0.01129,0.00039366583,0.034863897
763,0.030960763,0.7900906,-0.01843,-0.0007223069,0.039186344
764,-0.024245663,-0.6193806,0.01129,0.0004420061,0.039145015
765,-0.012608982,-0.35817078,-0.006683,-0.00023527947,0.035203826
766,-0.0069605988,-0.21559502,-0.00409,-0.000132027,0.032285526
767,0.031819433,0.78326917,-0.1172,-0.004760611,0.04062388
768,-0.015609828,-0.3555727,-0.007233,-0.0003175178,0.043900523
769,-0.025838582,-0.71743965,-0.00589,-0.00021212442,0.03601499
770,-0.04780267,-1.1438131,0.0002804,1.1717757e-05,0.041792378
771,-0.020744123,-0.5582243,0.002747,0.00010206548,0.037160907
772,-0.016050031,-0.47947437,-0.0238,-0.0007968107,0.03347422
773,-0.0022007045,-0.055177014,-0.01471,-0.00058667915,0.039884444
774,0.01433338,0.3219784,0.1118,0.0049776854,0.044516593
775,-0.011570499,-0.34463376,-0.00644,-0.00021618561,0.03357332
776,-0.010217436,-0.21752284,-0.00772,-0.00036266667,0.046971783
777,-0.02523838,-0.6665801,-0.04565,-0.0017285852,0.037862487
778,0.015594475,0.4408702,-0.01904,-0.00067358854,0.035372034
779,-0.0407413,-1.0090562,-0.05786,-0.0023361887,0.04037565
780,-0.004039309,-0.11104646,-0.0564,-0.002051419,0.036374945
781,0.0016543414,0.047748458,-0.01257,-0.00043562526,0.03464701
782,0.026542883,0.39365166,-0.03345,-0.00225526,0.06742734
783,-0.0025383655,-0.060664102,0.0586,0.002451736,0.04184296
784,0.01420002,0.45092183,-0.008545,-0.0002690889,0.03149109
785,0.0028209402,0.09360584,-0.04614,-0.0013905697,0.03013637
786,-0.029754598,-0.65187454,0.05347,0.0024404742,0.04564467
787,-0.0055526095,-0.15494575,0.00867,0.00031058886,0.03583583
788,0.008443401,0.25613272,0.06006,0.0019798283,0.032964945
789,0.020151604,0.5647982,-0.0216,-0.00077090284,0.0356793
790,-0.011032012,-0.30385256,-0.0913,-0.0033151524,0.036307123
791,0.015167371,0.45284483,0.05078,0.0017008433,0.03349353
792,0.009167044,0.2558355,0.04492,0.0016096312,0.03583179
793,0.0155643225,0.44886672,0.02087,0.0007238007,0.034674708
794,0.0028556404,0.06628369,-0.0874,-0.0037654764,0.0430821
795,-0.023394542,-0.64810294,-0.02307,-0.00083280326,0.036096953
796,-0.013041739,-0.33048913,0.0635,0.0025049078,0.039461933
797,0.031169962,0.7331704,-0.00842,-0.0003580886,0.04251394
798,0.0021429104,0.061971456,0.0177,0.0006120549,0.03457899
799,-0.027196439,-0.7882268,-0.05664,-0.0019542896,0.03450332
800,-0.004153219,-0.111929804,0.0654,0.0024278057,0.037105568
801,-0.0005189306,-3.91704,-0.006042,-8.0050955e-07,0.00013248029
802,-0.015261724,-0.41875517,0.05664,0.0020642935,0.036445457
803,0.0071727713,0.15676716,0.0299,0.0013683842,0.0457543
804,0.009106017,0.27625653,0.02332,0.00076852733,0.032962177
805,-0.00085812836,-0.020780845,-0.03198,-0.0013206886,0.041294202
806,0.021435617,0.56048733,-0.006683,-0.00025560206,0.038244605
807,-0.015759612,-0.42507985,0.02014,0.0007467393,0.037074473
808,0.01548932,13.769951,-0.006744,-7.5865146e-06,0.0011248639
809,-0.014980137,-0.2784263,0.00922,0.00049586396,0.05380288
